Region,Country20,Year,Trade_Balance_m,Exports_m,Imports_m
Scotland,France,2017,718.82,1674.5,955.68
Scotland,France,2018,614.23,1612.16,997.93
Scotland,France,2019,894.6,1864.36,969.76
Scotland,France,2020,780.57,1506.73,726.16
Scotland,France,2021,1536.34,2235.83,699.49
Scotland,France,2022,1411.7,2607.98,1196.28
Scotland,France,2023,665.1,2212.16,1547.06
Scotland,France,2024,1047.35,2147.32,1099.97
Scotland,Germany,2016,513.96,2352.75,1838.79
Scotland,Germany,2017,882.44,2803.75,1921.31
Scotland,Germany,2018,735.91,2736.91,2001
Scotland,Germany,2019,1613.46,3501.9,1888.44
Scotland,Germany,2020,770.94,2289.24,1518.31
Scotland,Germany,2021,1021.12,2247.27,1226.15
Scotland,Germany,2022,821.13,2656.88,1835.75
Scotland,Germany,2023,750.41,2577.91,1827.5
Scotland,Germany,2024,648.4,2456.93,1808.53
Scotland,India,2016,19.88,320.3,300.42
Scotland,India,2017,240.41,562.9,322.49
Scotland,India,2018,304.37,620.22,315.85
Scotland,India,2019,28.69,394.82,366.13
Scotland,India,2020,64.57,313.1,248.53
Scotland,India,2021,118.62,448.78,330.17
Scotland,India,2022,299.32,746.41,447.09
Scotland,India,2023,91.84,534.3,442.46
Scotland,India,2024,192.26,609.56,417.3
Scotland,Ireland,2016,515.98,992.2,476.23
Scotland,Ireland,2017,761.4,1288.38,526.99
Scotland,Ireland,2018,1018.11,1531.35,513.24
Scotland,Ireland,2019,698.2,1242.33,544.13
Scotland,Ireland,2020,635.87,1136.46,500.59
Scotland,Ireland,2021,1694.5,2222.61,528.11
Scotland,Ireland,2022,3197.8,3975.94,778.15
Scotland,Ireland,2023,1718.17,2331.11,612.95
Scotland,Ireland,2024,1246.59,1919.75,673.16
Scotland,Italy,2016,-37.28,616.28,653.56
Scotland,Italy,2017,-82.84,566.48,649.32
Scotland,Italy,2018,29.09,748.74,719.65
Scotland,Italy,2019,-60.27,693.39,753.66
Scotland,Italy,2020,21.06,626.66,605.61
Scotland,Italy,2021,218.9,826.2,607.3
Scotland,Italy,2022,-20.69,854.7,875.38
Scotland,Italy,2023,-171.94,729.11,901.04
Scotland,Italy,2024,-231.74,712.85,944.59
Scotland,Japan,2016,54.11,338.84,284.74
Scotland,Japan,2017,74.4,404.92,330.53
Scotland,Japan,2018,79.47,459.4,379.93
Scotland,Japan,2019,166.27,501.34,335.07
Scotland,Japan,2020,166,403.17,237.17
Scotland,Japan,2021,167.92,438.63,270.71
Scotland,Japan,2022,238.77,570.61,331.84
Scotland,Japan,2023,271.54,543.29,271.75
Scotland,Japan,2024,249.57,484.09,234.52
Scotland,Netherlands,2016,1617.56,3067.04,1449.48
Scotland,Netherlands,2017,2734.41,4316.74,1582.33
Scotland,Netherlands,2018,4970.25,6913.29,1943.04
Scotland,Netherlands,2019,3754.51,5890.4,2135.89
Scotland,Netherlands,2020,3358.75,5051.4,1692.65
Scotland,Netherlands,2021,4354.44,5554.1,1199.66
Scotland,Netherlands,2022,4039.15,6393.71,2354.55
Scotland,Netherlands,2023,3845.43,6290.77,2445.34
Scotland,Netherlands,2024,3237.03,5210.4,1973.37
Scotland,Norway,2016,-1675.77,1069.62,2745.39
Scotland,Norway,2017,-3064.21,790.66,3854.87
Scotland,Norway,2018,-3075.47,966.64,4042.11
Scotland,Norway,2019,-1539.64,890.73,2430.37
Scotland,Norway,2020,-100.13,1515.77,1615.9
Scotland,Norway,2021,-5136.77,919.9,6056.67
Scotland,Norway,2022,-9212.17,767.34,9979.51
Scotland,Norway,2023,-4348.22,791.49,5139.71
Scotland,Norway,2024,-3198.75,792.36,3991.1
Scotland,Poland,2016,-474.48,268.12,742.6
Scotland,Poland,2017,-519.85,301.3,821.14
Scotland,Poland,2018,-315.52,542.15,857.67
Scotland,Poland,2019,-414.86,486.03,900.89
Scotland,Poland,2020,-490.15,365.88,856.03
Scotland,Poland,2021,-424.68,427.89,852.57
Scotland,Poland,2022,-274.92,1004.74,1279.66
Scotland,Poland,2023,-76.07,1061.77,1137.84
Scotland,Poland,2024,-315.4,967.37,1282.77
Scotland,Rest of EU,2016,-183.85,964.59,1148.44
Scotland,Rest of EU,2017,-21.43,1142.15,1163.58
Scotland,Rest of EU,2018,98.82,1331.58,1232.75
Scotland,Rest of EU,2019,-21.92,1285.24,1307.17
Scotland,Rest of EU,2020,-67.95,1105.01,1172.96
Scotland,Rest of EU,2021,201.26,1381.91,1180.64
Scotland,Rest of EU,2022,169.82,1677.23,1507.43
Scotland,Rest of EU,2023,47.54,1828.74,1781.2
Scotland,Rest of EU,2024,511.83,2097.13,1585.28
Scotland,Rest of world,2016,933.33,4933.48,4000.17
Scotland,Rest of world,2017,2010.48,5612.99,3602.57
Scotland,Rest of world,2018,1503.88,5600.25,4096.44
Scotland,Rest of world,2019,1285.79,5256.93,3971.14
Scotland,Rest of world,2020,1253.28,4520.63,3267.36
Scotland,Rest of world,2021,1569.64,4963.8,3394.17
Scotland,Rest of world,2022,1059.1,6145.36,5086.26
Scotland,Rest of world,2023,1807.06,5839.67,4032.6
Scotland,Rest of world,2024,2269.91,5913.11,3643.23
Scotland,Singapore,2016,-170.15,532.34,702.48
Scotland,Singapore,2017,-444.26,674.67,1118.93
Scotland,Singapore,2018,355.19,579.61,224.42
Scotland,Singapore,2019,242.14,598.15,356.01
Scotland,Singapore,2020,218.62,483.8,265.18
Scotland,Singapore,2021,255.9,436.36,180.46
Scotland,Singapore,2022,393.31,626.3,232.99
Scotland,Singapore,2023,479.25,738.95,259.69
Scotland,Singapore,2024,465.19,710.38,245.19
Scotland,Spain,2016,467.11,867.24,400.13
Scotland,Spain,2017,482.63,917.18,434.56
Scotland,Spain,2018,-81.55,796.68,878.23
Scotland,Spain,2019,411.23,858.88,447.65
Scotland,Spain,2020,489.35,871.88,382.53
Scotland,Spain,2021,191.65,649.2,457.54
Scotland,Spain,2022,252.72,896.14,643.42
Scotland,Spain,2023,75.66,798.71,723.05
Scotland,Spain,2024,8.88,671.53,662.65
Scotland,Sweden,2016,12.73,265.57,252.84
Scotland,Sweden,2017,-9.69,308.54,318.23
Scotland,Sweden,2018,22.23,326.96,304.73
Scotland,Sweden,2019,30.66,368.84,338.19
Scotland,Sweden,2020,-0.09,313.78,313.86
Scotland,Sweden,2021,-2.33,291.14,293.47
Scotland,Sweden,2022,572.2,887.04,314.84
Scotland,Sweden,2023,495.58,908.53,412.95
Scotland,Sweden,2024,557.85,962.32,404.48
Scotland,Switzerland,2016,57.19,163.23,106.04
Scotland,Switzerland,2017,2.53,144.56,142.04
Scotland,Switzerland,2018,32.73,161.33,128.6
Scotland,Switzerland,2019,0.75,158.34,157.59
Scotland,Switzerland,2020,34.71,157.57,122.86
Scotland,Switzerland,2021,-28.91,194.15,223.05
Scotland,Switzerland,2022,-42.1,221.65,263.75
Scotland,Switzerland,2023,-64.06,158.24,222.3
Scotland,Switzerland,2024,-102.47,158.54,261.02
Scotland,United States,2016,911.11,3123.22,2212.11
Scotland,United States,2017,669.47,3356.56,2687.09
Scotland,United States,2018,1445.88,4250.88,2805
Scotland,United States,2019,1031.35,3942,2910.66
Scotland,United States,2020,362.43,2882.49,2520.05
Scotland,United States,2021,536.55,3302.11,2765.57
Scotland,United States,2022,-413.03,3854.1,4267.13
Scotland,United States,2023,282.28,3976.24,3693.95
Scotland,United States,2024,279.74,3983.64,3703.9
South East,Australia,2016,-65.14,507.72,572.87
South East,Australia,2017,-73.58,542.52,616.1
South East,Australia,2018,-17.36,510.2,527.56
South East,Australia,2019,-55.25,544.54,599.8
South East,Australia,2020,-32.08,541.8,573.88
South East,Australia,2021,-98.17,544.53,642.7
South East,Australia,2022,131.74,535.31,403.58
South East,Australia,2023,132.31,560.61,428.3
South East,Australia,2024,141.37,522.85,381.49
South East,Belgium,2016,-3968.17,2092.97,6061.14
South East,Belgium,2017,-3839.7,2368.28,6207.98
South East,Belgium,2018,-3985.38,2452.49,6437.87
South East,Belgium,2019,-4491.09,2041.41,6532.5
South East,Belgium,2020,-3894.76,1614.06,5508.82
South East,Belgium,2021,-3863.31,2432.17,6295.48
South East,Belgium,2022,-2859.04,2570.75,5429.8
South East,Belgium,2023,-2738.46,2275.83,5014.28
South East,Belgium,2024,-3370.96,2099.1,5470.06
South East,Canada,2016,-14.05,542.68,556.73
South East,Canada,2017,-17.75,602.63,620.38
South East,Canada,2018,-44.31,641.55,685.86
South East,Canada,2019,-87.13,608.28,695.42
South East,Canada,2020,-85.55,409.24,494.79
South East,Canada,2021,-95.33,491.7,587.03
South East,Canada,2022,-429.01,489.13,918.14
South East,Canada,2023,-679.72,457.24,1136.95
South East,Canada,2024,-350.91,466.24,817.15
South East,China,2016,-3941.8,1289.43,5231.23
South East,China,2017,-3458.09,1804.96,5263.05
South East,China,2018,-1728.46,3911.49,5639.95
South East,China,2019,-4760.15,1874.64,6634.79
South East,China,2020,-5087.66,1583.57,6671.23
South East,China,2021,-6885.66,1832.11,8717.76
South East,China,2022,-8248.93,1409.83,9658.75
South East,China,2023,-6403.19,1281.17,7684.36
South East,China,2024,-7161.51,1050.31,8211.83
South East,France,2016,-1640.26,2643.51,4283.77
South East,France,2017,-1548.71,3072.96,4621.67
South East,France,2018,-2123.18,3003.85,5127.03
South East,France,2019,-2180.98,2765.02,4946
South East,France,2020,-1571.93,2319.96,3891.89
South East,France,2021,-1728.25,2787.04,4515.29
South East,France,2022,-1546.74,4642.74,6189.48
South East,France,2023,-4281.78,2666.95,6948.73
South East,France,2024,-4156.38,2478.99,6635.37
South East,Germany,2016,-16648.19,4399.02,21047.21
South East,Germany,2017,-17663.21,4791.7,22454.91
South East,Germany,2018,-18242.39,4483.69,22726.08
South East,Germany,2019,-18069.5,4970.76,23040.26
South East,Germany,2020,-14773.72,4346.88,19120.6
South East,Germany,2021,-14371.79,4477.81,18849.6
South East,Germany,2022,-21174.4,4854.02,26028.42
South East,Germany,2023,-23184.86,4445.44,27630.31
South East,Germany,2024,-23249.36,4512.88,27762.23
South East,India,2016,-322.59,457.41,780
South East,India,2017,-576.79,532.51,1109.3
South East,India,2018,-554.92,587.39,1142.31
South East,India,2019,-519.84,562.28,1082.13
South East,India,2020,-445.45,404.89,850.34
South East,India,2021,-469.95,479.41,949.36
South East,India,2022,-858.21,527.45,1385.66
South East,India,2023,-735.5,553.93,1289.43
South East,India,2024,-782.01,625.37,1407.38
South East,Ireland,2016,879.14,2260.95,1381.81
South East,Ireland,2017,913.85,2390.27,1476.43
South East,Ireland,2018,1188.98,2548.79,1359.81
South East,Ireland,2019,1149.82,2445.23,1295.41
South East,Ireland,2020,1370.76,2547.98,1177.22
South East,Ireland,2021,2104.51,3263.25,1158.74
South East,Ireland,2022,2005.39,3455.74,1450.35
South East,Ireland,2023,3226,4493.36,1267.37
South East,Ireland,2024,1669.99,2730.52,1060.53
South East,Italy,2016,-1746.16,1307.29,3053.45
South East,Italy,2017,-1762.87,1288.97,3051.85
South East,Italy,2018,-1743.36,1366.03,3109.39
South East,Italy,2019,-1971.07,1367.02,3338.09
South East,Italy,2020,-1596.89,1338.39,2935.28
South East,Italy,2021,-1712.85,1293.4,3006.25
South East,Italy,2022,-3451.03,988.04,4439.06
South East,Italy,2023,-2667.26,1011.12,3678.37
South East,Italy,2024,-1841.54,1049.16,2890.7
South East,Japan,2016,-399.73,1045.98,1445.71
South East,Japan,2017,-701.17,1241.92,1943.09
South East,Japan,2018,-406.79,1430.84,1837.63
South East,Japan,2019,-508.43,1331.02,1839.45
South East,Japan,2020,-688.12,1083.03,1771.16
South East,Japan,2021,-178.21,968.25,1146.46
South East,Japan,2022,-648.05,767.56,1415.61
South East,Japan,2023,-1111.88,710.53,1822.41
South East,Japan,2024,-751.28,775.58,1526.85
South East,Netherlands,2016,-3698.26,2305.97,6004.23
South East,Netherlands,2017,-4346,3117.74,7463.74
South East,Netherlands,2018,-4431.14,3295.44,7726.58
South East,Netherlands,2019,-5256.54,2851.47,8108.01
South East,Netherlands,2020,-4448.34,2326.71,6775.05
South East,Netherlands,2021,-3456.64,2865.47,6322.11
South East,Netherlands,2022,-6045.28,3848.88,9894.15
South East,Netherlands,2023,-7296.67,3074.05,10370.72
South East,Netherlands,2024,-5662.12,3046.64,8708.76
South East,Norway,2016,-369.69,276.57,646.26
South East,Norway,2017,-1348.86,330.47,1679.33
South East,Norway,2018,-2151.58,334.39,2485.97
South East,Norway,2019,-932.56,349.89,1282.44
South East,Norway,2020,-536.44,308.13,844.58
South East,Norway,2021,-1103.92,292.92,1396.84
South East,Norway,2022,-1224.07,351.01,1575.08
South East,Norway,2023,-980.16,412.92,1393.08
South East,Norway,2024,-460.64,449.8,910.44
South East,Poland,2016,-574.63,689.28,1263.91
South East,Poland,2017,-757.27,692.21,1449.49
South East,Poland,2018,-780.81,690.39,1471.2
South East,Poland,2019,-920.7,716.5,1637.2
South East,Poland,2020,-1110.69,680.65,1791.34
South East,Poland,2021,-1473,494.98,1967.98
South East,Poland,2022,-1408.69,501.59,1910.27
South East,Poland,2023,-1386.58,578.98,1965.56
South East,Poland,2024,-1283.04,603.17,1886.21
South East,Rest of EU,2016,-3679.33,2771.62,6450.94
South East,Rest of EU,2017,-4784.92,2771.2,7556.12
South East,Rest of EU,2018,-4774.76,2876.32,7651.08
South East,Rest of EU,2019,-5922.98,3018.89,8941.88
South East,Rest of EU,2020,-3814.64,2580.98,6395.61
South East,Rest of EU,2021,-3845.35,1949.06,5794.4
South East,Rest of EU,2022,-4675.59,2158.36,6833.96
South East,Rest of EU,2023,-5254.69,2171.44,7426.12
South East,Rest of EU,2024,-5460.08,2281.72,7741.77
South East,Rest of world,2016,-4028.24,8129.52,12157.75
South East,Rest of world,2017,-4580.12,9305.55,13885.67
South East,Rest of world,2018,-5405.21,8274.56,13679.74
South East,Rest of world,2019,-6243.32,8204.13,14447.43
South East,Rest of world,2020,-5848.7,6292.83,12141.51
South East,Rest of world,2021,-6448.74,6980.89,13429.61
South East,Rest of world,2022,-10248.78,7593.22,17841.96
South East,Rest of world,2023,-7043.2,7877.78,14920.99
South East,Rest of world,2024,-7112.77,7857.33,14970.1
South East,Singapore,2016,43.94,406.7,362.76
South East,Singapore,2017,97.87,451.11,353.24
South East,Singapore,2018,63.1,435.7,372.6
South East,Singapore,2019,139.88,495.76,355.88
South East,Singapore,2020,104.28,350.58,246.31
South East,Singapore,2021,117.18,337.71,220.53
South East,Singapore,2022,77.72,387.71,309.98
South East,Singapore,2023,150.54,393.63,243.09
South East,Singapore,2024,115.57,392.84,277.27
South East,Spain,2016,-1343.96,1196.86,2540.82
South East,Spain,2017,-1228.47,1280.19,2508.66
South East,Spain,2018,-1169.04,1300.6,2469.64
South East,Spain,2019,-1460.8,1271.1,2731.9
South East,Spain,2020,-1302.25,947.15,2249.4
South East,Spain,2021,-1492.48,961.05,2453.53
South East,Spain,2022,-2398.54,1039.45,3438
South East,Spain,2023,-2658.83,943.95,3602.78
South East,Spain,2024,-2614.97,1043.98,3658.95
South East,Sweden,2016,-460.1,628.36,1088.46
South East,Sweden,2017,-621.84,651.29,1273.13
South East,Sweden,2018,-794.07,706.82,1500.88
South East,Sweden,2019,-777.74,591.67,1369.41
South East,Sweden,2020,-527.37,552.67,1080.05
South East,Sweden,2021,-616.88,456.36,1073.24
South East,Sweden,2022,-379.01,460.1,839.11
South East,Sweden,2023,-408.96,439.39,848.35
South East,Sweden,2024,-197.19,525.32,722.52
South East,Switzerland,2016,-1055.23,867.05,1922.28
South East,Switzerland,2017,-720.35,903.67,1624.01
South East,Switzerland,2018,-800.8,893.22,1694.02
South East,Switzerland,2019,-770.8,1023.42,1794.22
South East,Switzerland,2020,-690.95,866.27,1557.21
South East,Switzerland,2021,-1664.62,944.61,2609.23
South East,Switzerland,2022,-1402.7,1063.83,2466.53
South East,Switzerland,2023,-1305.08,893.38,2198.45
South East,Switzerland,2024,-1292.25,701.38,1993.63
South East,United States,2016,360.77,7047.32,6686.55
South East,United States,2017,195.33,7265.43,7070.09
South East,United States,2018,-385.34,7379.12,7764.46
South East,United States,2019,537.91,9206.44,8668.54
South East,United States,2020,111.09,5993.5,5882.41
South East,United States,2021,19.97,6481.85,6461.87
South East,United States,2022,-4162.84,6460.2,10623.04
South East,United States,2023,-4688.23,6284.52,10972.76
South East,United States,2024,-3782.29,6413.22,10195.51
South West,Australia,2016,137.7,258.77,121.07
South West,Australia,2017,144.61,312.86,168.25
South West,Australia,2018,167.88,298.96,131.09
South West,Australia,2019,158.51,285.78,127.27
South West,Australia,2020,117.63,237.22,119.59
South West,Australia,2021,141.17,270.43,129.25
South West,Australia,2022,119.68,250.25,130.57
South West,Australia,2023,140.87,250.08,109.21
South West,Australia,2024,151,253.87,102.87
South West,Belgium,2016,-307.56,407.05,714.61
South West,Belgium,2017,-243.53,445.16,688.7
South West,Belgium,2018,-213.55,440.62,654.18
South West,Belgium,2019,-201.93,459.89,661.82
South West,Belgium,2020,-334.67,400.03,734.7
South West,Belgium,2021,34.25,679.49,645.24
South West,Belgium,2022,-659.87,705.55,1365.42
South West,Belgium,2023,-973.49,553.06,1526.55
South West,Belgium,2024,-752.95,478.49,1231.44
South West,Canada,2016,53.91,334.32,280.41
South West,Canada,2017,31.1,312.98,281.88
South West,Canada,2018,55.34,309.44,254.1
South West,Canada,2019,-3.43,349.92,353.34
South West,Canada,2020,189.33,368.31,178.98
South West,Canada,2021,71.43,307.78,236.34
South West,Canada,2022,115.64,416.44,300.79
South West,Canada,2023,11.92,360.26,348.35
South West,Canada,2024,168.78,432.91,264.14
South West,China,2016,-1875.25,432.85,2308.11
South West,China,2017,-1873.89,565.35,2439.24
South West,China,2018,-1700.81,667.78,2368.58
South West,China,2019,-1847.08,602.08,2449.16
South West,China,2020,-1775,582.31,2357.31
South West,China,2021,-2656.53,892.1,3548.63
South West,China,2022,-2661.51,822.93,3484.44
South West,China,2023,-2261.56,833.88,3095.44
South West,China,2024,-2413.71,703.56,3117.26
South West,France,2016,318.88,1734.91,1416.03
South West,France,2017,786.96,2280.65,1493.69
South West,France,2018,882.15,2332.54,1450.39
South West,France,2019,940.69,2327.56,1386.86
South West,France,2020,409.33,1549.35,1140.01
South West,France,2021,454.15,1659.58,1205.43
South West,France,2022,-226.69,1947.82,2174.5
South West,France,2023,-635.81,1953.21,2589.02
South West,France,2024,-210.59,2205.7,2416.29
South West,Germany,2016,47.21,2351.2,2303.99
South West,Germany,2017,266.28,2680.43,2414.15
South West,Germany,2018,216.29,2754.64,2538.35
South West,Germany,2019,98.38,2647.32,2548.93
South West,Germany,2020,-256.66,1980.72,2237.38
South West,Germany,2021,-51.08,2319.37,2370.45
South West,Germany,2022,-511.43,2417.63,2929.06
South West,Germany,2023,40.56,2886.64,2846.07
South West,Germany,2024,385.83,3087.95,2702.12
South West,India,2016,-126.19,240.73,366.92
South West,India,2017,-95.85,344.48,440.32
South West,India,2018,-141.74,363.71,505.45
South West,India,2019,-120.67,362.19,482.87
South West,India,2020,-164.84,215.38,380.23
South West,India,2021,-68.54,446.68,515.22
South West,India,2022,205.4,825.17,619.77
South West,India,2023,-45.7,492.3,538
South West,India,2024,107.36,579.05,471.69
South West,Ireland,2016,133.6,758.18,624.58
South West,Ireland,2017,209.05,790.55,581.5
South West,Ireland,2018,371.3,904.82,533.52
South West,Ireland,2019,259.85,819.76,559.91
South West,Ireland,2020,302.35,788.44,486.1
South West,Ireland,2021,395.98,869.5,473.52
South West,Ireland,2022,398.99,970.46,571.47
South West,Ireland,2023,617.85,1075.75,457.9
South West,Ireland,2024,319.84,838.83,519
South West,Italy,2016,-424.47,475.13,899.6
South West,Italy,2017,-420.96,468.24,889.2
South West,Italy,2018,-499.84,437.87,937.7
South West,Italy,2019,-492.02,524.34,1016.36
South West,Italy,2020,-468.3,384.17,852.48
South West,Italy,2021,-276.21,581.04,857.25
South West,Italy,2022,-523.67,565.76,1089.43
South West,Italy,2023,-499.55,601.27,1100.82
South West,Italy,2024,-548.65,560.45,1109.1
South West,Japan,2016,-631.33,419.39,1050.72
South West,Japan,2017,-545.89,473.97,1019.86
South West,Japan,2018,-328.7,599.77,928.47
South West,Japan,2019,-160.49,602.74,763.23
South West,Japan,2020,-5.81,477.92,483.73
South West,Japan,2021,-37.87,434.76,472.63
South West,Japan,2022,85.79,615.58,529.79
South West,Japan,2023,70.31,491.13,420.82
South West,Japan,2024,98.21,495.77,397.57
South West,Netherlands,2016,-1002.48,546.25,1548.73
South West,Netherlands,2017,-1030.86,666.07,1696.93
South West,Netherlands,2018,-980.99,790.6,1771.58
South West,Netherlands,2019,-1144.35,647.49,1791.84
South West,Netherlands,2020,-1058.3,481.38,1539.68
South West,Netherlands,2021,-421.61,888.62,1310.23
South West,Netherlands,2022,-809.35,1130.15,1939.5
South West,Netherlands,2023,-784.33,981.32,1765.65
South West,Netherlands,2024,-515.49,992.39,1507.88
South West,Norway,2016,77.98,162.75,84.77
South West,Norway,2017,84.38,192.32,107.94
South West,Norway,2018,116.05,225.89,109.84
South West,Norway,2019,63.63,204.67,141.04
South West,Norway,2020,91.87,215.99,124.12
South West,Norway,2021,61.16,191.68,130.52
South West,Norway,2022,5.06,180.07,175.01
South West,Norway,2023,26.52,186.24,159.72
South West,Norway,2024,-7.25,179.32,186.58
South West,Poland,2016,-152.14,184.43,336.57
South West,Poland,2017,-229.03,205.42,434.45
South West,Poland,2018,-211.18,206.3,417.48
South West,Poland,2019,-225.64,221.33,446.97
South West,Poland,2020,-206.61,210.83,417.44
South West,Poland,2021,-156.36,210.54,366.91
South West,Poland,2022,-229.23,282.8,512.03
South West,Poland,2023,-262.51,322.77,585.28
South West,Poland,2024,-252.29,338.15,590.43
South West,Rest of EU,2016,-452.95,863.05,1315.98
South West,Rest of EU,2017,-345.82,1013.88,1359.7
South West,Rest of EU,2018,-491.81,1095.61,1587.44
South West,Rest of EU,2019,-491.3,980.86,1472.15
South West,Rest of EU,2020,-343.34,848.63,1191.97
South West,Rest of EU,2021,-207.85,1054.79,1262.64
South West,Rest of EU,2022,-467.21,1153.43,1620.62
South West,Rest of EU,2023,-616.85,1189.94,1806.78
South West,Rest of EU,2024,-727.99,1047.27,1775.26
South West,Rest of world,2016,467.69,4838.85,4371.19
South West,Rest of world,2017,10.68,4907.39,4896.72
South West,Rest of world,2018,-148.5,4879.42,5027.92
South West,Rest of world,2019,-245.91,4670.97,4916.9
South West,Rest of world,2020,11.51,4155.14,4143.6
South West,Rest of world,2021,-365.19,4188.17,4553.38
South West,Rest of world,2022,-771.04,5311.42,6082.48
South West,Rest of world,2023,558.3,5721.89,5163.6
South West,Rest of world,2024,1072.36,5289.39,4217
South West,Singapore,2016,293.89,547.94,254.05
South West,Singapore,2017,248.74,522.89,274.15
South West,Singapore,2018,191.93,513.25,321.32
South West,Singapore,2019,214.74,580.39,365.65
South West,Singapore,2020,177.32,498.62,321.3
South West,Singapore,2021,63.08,393.89,330.81
South West,Singapore,2022,101.28,561.09,459.81
South West,Singapore,2023,197.52,663.14,465.62
South West,Singapore,2024,320.22,800.6,480.38
South West,Spain,2016,-774.89,413.94,1188.83
South West,Spain,2017,-605.12,456.38,1061.5
South West,Spain,2018,-86.26,470.63,556.89
South West,Spain,2019,-131.66,494.18,625.84
South West,Spain,2020,-105.6,384.05,489.64
South West,Spain,2021,-86.78,412.89,499.66
South West,Spain,2022,-324.93,461.42,786.36
South West,Spain,2023,-365.58,481.62,847.2
South West,Spain,2024,-318.28,619.23,937.51
South West,Sweden,2016,-107.02,225.91,332.94
South West,Sweden,2017,-68.29,258.28,326.57
South West,Sweden,2018,-85.8,265.37,351.17
South West,Sweden,2019,-59.61,262.41,322.02
South West,Sweden,2020,-81.66,216.67,298.33
South West,Sweden,2021,-71.21,239.93,311.14
South West,Sweden,2022,-103.1,264.09,367.19
South West,Sweden,2023,-115.46,295.95,411.4
South West,Sweden,2024,-134.07,355.31,489.38
South West,Switzerland,2016,43.69,236.2,192.51
South West,Switzerland,2017,-47.84,200.56,248.4
South West,Switzerland,2018,-8.25,196.25,204.5
South West,Switzerland,2019,-28.94,219.99,248.93
South West,Switzerland,2020,-1.34,183.22,184.56
South West,Switzerland,2021,-44.62,241.43,286.05
South West,Switzerland,2022,-90.41,243.83,334.24
South West,Switzerland,2023,-346.97,210.87,557.83
South West,Switzerland,2024,-93.52,188.89,282.41
South West,United States,2016,-637.04,2769.55,3406.59
South West,United States,2017,-617.35,3348.64,3965.98
South West,United States,2018,239.34,3764.37,3525.03
South West,United States,2019,-19.32,3951.33,3970.65
South West,United States,2020,522.2,3711.96,3189.76
South West,United States,2021,434.37,3531.43,3097.06
South West,United States,2022,140.6,4297.33,4156.73
South West,United States,2023,-32.6,4172.84,4205.44
South West,United States,2024,-617.26,4387.97,5005.23
Wales,Australia,2016,58.46,106.32,47.86
Wales,Australia,2017,76.23,154.68,78.45
Wales,Australia,2018,24.16,134.95,110.79
Wales,Australia,2019,66.58,132.07,65.5
Wales,Australia,2020,73.34,115.85,42.52
Wales,Australia,2021,73.63,132.15,58.53
Wales,Australia,2022,37.06,134.74,97.68
Wales,Australia,2023,109.61,174.76,65.16
Wales,Australia,2024,116.56,155.99,39.43
Wales,Belgium,2016,-121.89,464.61,586.5
Wales,Belgium,2017,-120.37,473.65,594.02
Wales,Belgium,2018,-14.87,569.43,584.29
Wales,Belgium,2019,-86.3,546.65,632.95
Wales,Belgium,2020,-36.79,448.63,485.42
Wales,Belgium,2021,487.11,1009.99,522.88
Wales,Belgium,2022,357.56,1147.2,789.64
Wales,Belgium,2023,251.59,1054.55,802.97
Wales,Belgium,2024,28.48,902.77,874.29
Wales,Canada,2016,-102.74,331.94,434.68
Wales,Canada,2017,-80.37,358.85,439.22
Wales,Canada,2018,-140.64,346.19,486.83
Wales,Canada,2019,-234.57,233.71,468.27
Wales,Canada,2020,-178.99,220.1,399.09
Wales,Canada,2021,-4.09,326.23,330.32
Wales,Canada,2022,147.03,509.64,362.61
Wales,Canada,2023,142.44,360.05,217.61
Wales,Canada,2024,154.92,270.74,115.82
Wales,China,2016,-824.93,277.34,1102.27
Wales,China,2017,-861.33,312.92,1174.24
Wales,China,2018,-763.15,378.74,1141.89
Wales,China,2019,-745.08,407.2,1152.29
Wales,China,2020,-705.03,469.92,1174.95
Wales,China,2021,-811.61,608,1419.61
Wales,China,2022,-1160.76,666.58,1827.34
Wales,China,2023,-1064.59,654.65,1719.24
Wales,China,2024,-1172.82,535.85,1708.67
Wales,France,2016,1464.38,2334.83,870.45
Wales,France,2017,1865.5,2754.65,889.15
Wales,France,2018,1874.34,2683.93,809.59
Wales,France,2019,2060.36,2818.68,758.32
Wales,France,2020,1217.17,1841.01,623.84
Wales,France,2021,616.77,1243.46,626.69
Wales,France,2022,527.43,1557.68,1030.25
Wales,France,2023,494.72,1689.18,1194.46
Wales,France,2024,560.29,1685.05,1124.76
Wales,Germany,2016,1094.25,3001.9,1907.65
Wales,Germany,2017,1213.33,3234.72,2021.38
Wales,Germany,2018,1199.06,3119.64,1920.59
Wales,Germany,2019,1009.77,2880.57,1870.8
Wales,Germany,2020,825.65,2156.87,1331.22
Wales,Germany,2021,1341.38,2420.24,1078.86
Wales,Germany,2022,1111.02,2427.24,1316.22
Wales,Germany,2023,1479.42,2721.41,1241.98
Wales,Germany,2024,1479.79,2692.2,1212.41
Wales,India,2016,-117.39,98.23,215.62
Wales,India,2017,-175.66,99.91,275.57
Wales,India,2018,-190.95,130.09,321.03
Wales,India,2019,-234.72,130.52,365.23
Wales,India,2020,-115.83,59.66,175.49
Wales,India,2021,-248.45,112.53,360.98
Wales,India,2022,-243.29,264.9,508.18
Wales,India,2023,-155.73,187.43,343.15
Wales,India,2024,-310.73,226.03,536.76
Wales,Ireland,2016,636.15,901.74,265.58
